[DEBUG] - [2018/04/04 15:46:12.876]【IMCORE-本机QoS】【QoS发送方】=========== 消息发送质量保证线程已成功启动 | (QoS4SendDaemonRoot^startup:292)
[DEBUG] - [2018/04/04 15:56:49.877]【IM_回调通知OnUserLoginAction_CallBack】用户：000000 上线了！ | (ServerEventListenerImpl^onUserLoginAction_CallBack:73)
[INFO] - [2018/04/04 15:56:49.878][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的ACK应答包发送请求. | (ServerCoreHandler^messageReceived:189)
[DEBUG] - [2018/04/04 15:56:49.879][IMCORE-本机QoS！]【QoS机制_S2C】收到接收者000000回过来的指纹为1259ffc7-4db8-4244-aa7f-725260f7144b的应答包. | (LogicProcessor^processACK:146)
[DEBUG] - [2018/04/04 15:56:49.881]【DEBUG_QoS_S2C事件】收到对方已收到消息事件的通知，fp=1259ffc7-4db8-4244-aa7f-725260f7144b | (MessageQoSEventS2CListnerImpl^messagesBeReceived:49)
[WARN] - [2018/04/04 15:56:49.881]【IMCORE-本机QoS】【QoS发送方】指纹为1259ffc7-4db8-4244-aa7f-725260f7144b的消息已成功从发送质量保证队列中移除(可能是收到接收方的应答也可能是达到了重传的次数上限)，重试次数=0 | (QoS4SendDaemonRoot^remove:393)
[INFO] - [2018/04/04 15:57:05.432][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[DEBUG] - [2018/04/04 15:57:05.433]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[INFO] - [2018/04/04 15:57:05.434][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[INFO] - [2018/04/04 15:57:05.437][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[DEBUG] - [2018/04/04 15:57:05.438]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[WARN] - [2018/04/04 15:57:05.439][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[INFO] - [2018/04/04 15:57:05.591][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[DEBUG] - [2018/04/04 15:57:05.595]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[INFO] - [2018/04/04 15:57:05.597][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[INFO] - [2018/04/04 15:57:05.603][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[DEBUG] - [2018/04/04 15:57:05.607]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[WARN] - [2018/04/04 15:57:05.609][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[INFO] - [2018/04/04 15:57:05.760][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[DEBUG] - [2018/04/04 15:57:05.761]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[INFO] - [2018/04/04 15:57:05.761][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[INFO] - [2018/04/04 15:57:05.762][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[DEBUG] - [2018/04/04 15:57:05.763]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[WARN] - [2018/04/04 15:57:05.765][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[INFO] - [2018/04/04 15:57:09.938][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[INFO] - [2018/04/04 15:57:09.940][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[INFO] - [2018/04/04 15:57:09.939][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[DEBUG] - [2018/04/04 15:57:09.946]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[INFO] - [2018/04/04 15:57:09.952][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[DEBUG] - [2018/04/04 15:57:09.942]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[INFO] - [2018/04/04 15:57:09.959][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[INFO] - [2018/04/04 15:57:09.957][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[DEBUG] - [2018/04/04 15:57:09.964]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[WARN] - [2018/04/04 15:57:09.967][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[DEBUG] - [2018/04/04 15:57:09.949]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[INFO] - [2018/04/04 15:57:09.962][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[DEBUG] - [2018/04/04 15:57:09.973]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[WARN] - [2018/04/04 15:57:09.976][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[INFO] - [2018/04/04 15:57:09.971][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[INFO] - [2018/04/04 15:57:09.981][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[DEBUG] - [2018/04/04 15:57:09.984]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[WARN] - [2018/04/04 15:57:09.987][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[INFO] - [2018/04/04 15:57:14.935][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[DEBUG] - [2018/04/04 15:57:14.936]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[INFO] - [2018/04/04 15:57:14.936][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[INFO] - [2018/04/04 15:57:14.935][IMCORE]<< 收到客户端{uid:000000}/192.168.0.117:55637的通用数据发送请求. | (ServerCoreHandler^messageReceived:203)
[DEBUG] - [2018/04/04 15:57:14.938]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[DEBUG] - [2018/04/04 15:57:14.938]【@】当前在线用户共(1)人-------------------> | (OnlineProcessor^__printOnline:98)
[INFO] - [2018/04/04 15:57:14.940][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[INFO] - [2018/04/04 15:57:14.941][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[INFO] - [2018/04/04 15:57:14.937][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[INFO] - [2018/04/04 15:57:14.943][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[DEBUG] - [2018/04/04 15:57:14.944]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[DEBUG] - [2018/04/04 15:57:14.942]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[INFO] - [2018/04/04 15:57:14.939][IMCORE]toSession==null >> id=000000的用户尝试发给客户端123456的消息：str=哈哈哈哈哈哈哈哈因接收方的id已不在线，此次实时发送没有继续(此消息应考虑作离线处理哦). | (LocalSendHelper^sendData:182)
[INFO] - [2018/04/04 15:57:14.948][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据尝试实时发送没有成功，将交给应用层进行离线存储哦... | (GlobalSendHelper^sendDataC2C:170)
[WARN] - [2018/04/04 15:57:14.947][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[WARN] - [2018/04/04 15:57:14.945][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[DEBUG] - [2018/04/04 15:57:14.949]【DEBUG_回调通知】[typeu=-1]客户端000000发给客户端123456的消息：str=哈哈哈哈哈哈哈哈，因实时发送没有成功，需要上层应用作离线处理哦，否则此消息将被丢弃. | (ServerEventListenerImpl^onTransBuffer_C2C_RealTimeSendFaild_CallBack:156)
[WARN] - [2018/04/04 15:57:14.952][IMCORE<C2C>]>> 客户端{uid:000000}/192.168.0.117:55637的通用数据传输消息尝试实时发送没有成功，但上层应用层没有成功(或者完全没有)进行离线存储，此消息将被服务端丢弃！ | (GlobalSendHelper^sendDataC2C:191)
[DEBUG] - [2018/04/24 09:14:45.560]【IMCORE-本机QoS】【QoS发送方】=========== 消息发送质量保证线程已成功启动 | (QoS4SendDaemonRoot^startup:292)
[INFO] - [2018/04/24 09:14:45.574][IMCORE] 配置项：未开启与MobileIMSDK Web的互通. | (ServerLauncher^startup:223)
[INFO] - [2018/04/24 09:14:45.634][IMCORE] 基于MobileIMSDK的UDP服务正在端口7901上监听中... | (ServerLauncher^startup:232)
[DEBUG] - [2018/04/24 09:19:45.560]【IMCORE-本机QoS】【QoS接收方】++++++++++ START 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:105)
[DEBUG] - [2018/04/24 09:19:45.581]【IMCORE-本机QoS】【QoS接收方】++++++++++ END 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:142)
[DEBUG] - [2018/04/24 09:24:45.562]【IMCORE-本机QoS】【QoS接收方】++++++++++ START 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:105)
[DEBUG] - [2018/04/24 09:24:45.562]【IMCORE-本机QoS】【QoS接收方】++++++++++ END 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:142)
[DEBUG] - [2018/04/24 09:29:45.561]【IMCORE-本机QoS】【QoS接收方】++++++++++ START 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:105)
[DEBUG] - [2018/04/24 09:29:45.562]【IMCORE-本机QoS】【QoS接收方】++++++++++ END 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:142)
[DEBUG] - [2018/04/24 09:34:45.560]【IMCORE-本机QoS】【QoS接收方】++++++++++ START 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:105)
[DEBUG] - [2018/04/24 09:34:45.562]【IMCORE-本机QoS】【QoS接收方】++++++++++ END 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:142)
[DEBUG] - [2018/04/24 09:39:45.560]【IMCORE-本机QoS】【QoS接收方】++++++++++ START 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:105)
[DEBUG] - [2018/04/24 09:39:45.561]【IMCORE-本机QoS】【QoS接收方】++++++++++ END 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:142)
[DEBUG] - [2018/04/24 09:44:45.559]【IMCORE-本机QoS】【QoS接收方】++++++++++ START 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:105)
[DEBUG] - [2018/04/24 09:44:45.560]【IMCORE-本机QoS】【QoS接收方】++++++++++ END 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:142)
[DEBUG] - [2018/04/24 09:49:45.559]【IMCORE-本机QoS】【QoS接收方】++++++++++ START 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:105)
[DEBUG] - [2018/04/24 09:49:45.561]【IMCORE-本机QoS】【QoS接收方】++++++++++ END 暂存处理线程正在运行中，当前长度0. | (QoS4ReciveDaemonRoot^doTaskOnece:142)
